tag,name,rank,thLevel,warID,order_,attackerTag,defenderTag,stars,new_stars,destructionPercentage,war_player.defenderTag,defenderName,defenderRank,defenderTH,attacker_is_home_clan,home_clan_tag,home_clan_name,home_clan_level,enemy_clan_tag,enemy_clan_name,enemy_clan_level,war_start_time,war_size,type
#QVRL0V8L,Glitzy_Girl,17,9,10735735,89,#QVRL0V8L,#Q9GPQ08Y8,2,0,89,#Q9GPQ08Y8,luvly,26,9,0,#VUCVG2J0,Sheer Force,14,#20QP2JPGR,A Different Way,9,2021-04-25 22:07:21,30,normal
#9YRJ88R2J,ANGEL,20,9,10735735,90,#9YRJ88R2J,#Q9GPQ08Y8,2,0,80,#Q9GPQ08Y8,luvly,26,9,0,#VUCVG2J0,Sheer Force,14,#20QP2JPGR,A Different Way,9,2021-04-25 22:07:21,30,normal
#990LG8Q9R,Pixal,6,11,10735735,91,#990LG8Q9R,#QLPV0GVR,0,0,43,#QLPV0GVR,TITAN,1,14,1,#VUCVG2J0,Sheer Force,14,#20QP2JPGR,A Different Way,9,2021-04-25 22:07:21,30,normal
#Y9QCUGLG,Merciless,21,9,10735735,92,#Y9QCUGLG,#Q9GPQ08Y8,1,0,60,#Q9GPQ08Y8,luvly,26,9,0,#VUCVG2J0,Sheer Force,14,#20QP2JPGR,A Different Way,9,2021-04-25 22:07:21,30,normal
#9PC2U8G98,Bullet,1,14,10735735,93,#9PC2U8G98,#Q8VL9YRU,3,1,100,#Q8VL9YRU,Adil Qtr,2,13,1,#VUCVG2J0,Sheer Force,14,#20QP2JPGR,A Different Way,9,2021-04-25 22:07:21,30,normal
#8PRV28G2Q,Thor,23,11,10735735,94,#8PRV28G2Q,#JCYYY9VY,2,0,92,#JCYYY9VY,Blue,8,11,0,#VUCVG2J0,Sheer Force,14,#20QP2JPGR,A Different Way,9,2021-04-25 22:07:21,30,normal
#8RR28YU2,Sickno,7,11,10735735,95,#8RR28YU2,#QLPV0GVR,1,1,50,#QLPV0GVR,TITAN,1,14,1,#VUCVG2J0,Sheer Force,14,#20QP2JPGR,A Different Way,9,2021-04-25 22:07:21,30,normal
#9PC2U8G98,Bullet,1,14,10735735,96,#9PC2U8G98,#QLPV0GVR,2,1,63,#QLPV0GVR,TITAN,1,14,1,#VUCVG2J0,Sheer Force,14,#20QP2JPGR,A Different Way,9,2021-04-25 22:07:21,30,normal
#Q8VY0QQ9U,JoKeR,24,9,10735735,97,#Q8VY0QQ9U,#Q9GPQ08Y8,1,0,92,#Q9GPQ08Y8,luvly,26,9,0,#VUCVG2J0,Sheer Force,14,#20QP2JPGR,A Different Way,9,2021-04-25 22:07:21,30,normal
#LQ2P9VU88,Theo,28,8,10735735,98,#LQ2P9VU88,#QLPV0GVR,0,0,12,#QLPV0GVR,TITAN,1,14,1,#VUCVG2J0,Sheer Force,14,#20QP2JPGR,A Different Way,9,2021-04-25 22:07:21,30,normal
#LQ2P9VU88,Theo,28,8,10735735,99,#LQ2P9VU88,#PLV2PC8QU,3,0,100,#PLV2PC8QU,$kull flame,28,8,1,#VUCVG2J0,Sheer Force,14,#20QP2JPGR,A Different Way,9,2021-04-25 22:07:21,30,normal
#2GQ22RCCG,Hero,15,9,10731906,1,#2GQ22RCCG,#Y80QLJVCC,3,3,100,#Y80QLJVCC,ملك الاساطير,14,9,1,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#LV9CQQUR9,FredTime,23,8,10731906,2,#LV9CQQUR9,#2RPRU029P,2,2,88,#2RPRU029P,المحاربوان3,23,8,1,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#Y80QLJVCC,ملك الاساطير,14,9,10731906,3,#Y80QLJVCC,#92RQUC802,3,3,100,#92RQUC802,FORHAN,14,9,0,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#LGCLQC8PY,ساره,17,9,10731906,4,#LGCLQC8PY,#8QP9Y0PJR,2,2,68,#8QP9Y0PJR,Austin,21,9,0,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#2RPRU029P,المحاربوان3,23,8,10731906,5,#2RPRU029P,#LV9CQQUR9,3,3,100,#LV9CQQUR9,FredTime,23,8,0,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#PY0VR8GY8,...,18,9,10731906,6,#PY0VR8GY8,#9PJG98QCR,3,3,100,#9PJG98QCR,Right Pix,22,8,0,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#LLYQURYU,AhMaD,10,10,10731906,7,#LLYQURYU,#2G2YCU0P9,1,1,95,#2G2YCU0P9,Karuko,12,10,0,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#2RPRU029P,المحاربوان3,23,8,10731906,8,#2RPRU029P,#YPV0JUQYU,3,3,100,#YPV0JUQYU,ゲーワライ,24,7,0,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#9PJG98QCR,Right Pix,22,8,10731906,9,#9PJG98QCR,#9C0GJVPJP,3,3,100,#9C0GJVPJP,ابن الرافدين,22,8,1,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#9PJG98QCR,Right Pix,22,8,10731906,10,#9PJG98QCR,#2RPRU029P,3,1,100,#2RPRU029P,المحاربوان3,23,8,1,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#QPQU0PP0Q,LUCIFER,25,6,10731906,11,#QPQU0PP0Q,#YV2YJ2QGQ,3,3,100,#YV2YJ2QGQ,Hypoxia,25,3,0,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#Y80QLJVCC,ملك الاساطير,14,9,10731906,12,#Y80QLJVCC,#29Q8Y200G,2,2,92,#29Q8Y200G,Pixalite,18,9,0,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#YQYCJGC2Y,boulahcen,13,9,10731906,13,#YQYCJGC2Y,#LCJ088C2,2,2,92,#LCJ088C2,Ossamy,17,9,0,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#YPV0JUQYU,ゲーワライ,24,7,10731906,14,#YPV0JUQYU,#Q0UGC2R00,3,3,100,#Q0UGC2R00,HASSAN.REJ,24,7,1,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#29Q8Y200G,Pixalite,18,9,10731906,15,#29Q8Y200G,#PY0VR8GY8,3,3,100,#PY0VR8GY8,...,18,9,1,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#8RR28YU2,Sickno,6,11,10731906,16,#8RR28YU2,#8JU0GJ0JJ,3,3,100,#8JU0GJ0JJ,HASAN,6,11,1,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#Y8QCUUGV,أبوعلي,2,13,10731906,17,#Y8QCUUGV,#Y9P0RUU0,3,3,100,#Y9P0RUU0,sillysilas,3,12,0,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#8QP9Y0PJR,Austin,21,9,10731906,18,#8QP9Y0PJR,#L0RPU2R0Q,1,1,54,#L0RPU2R0Q,SwerdGod,21,9,1,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#2GQ22RCCG,Hero,15,9,10731906,19,#2GQ22RCCG,#98VRRQYVY,3,3,100,#98VRRQYVY,*بنوته مزاجيه*,12,9,1,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#JCYYY9VY,Blue,7,11,10731906,20,#JCYYY9VY,#RYYLJUQU,3,3,100,#RYYLJUQU,marquis boy,7,11,1,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#29Q8Y200G,Pixalite,18,9,10731906,21,#29Q8Y200G,#LJY20CVPV,3,3,100,#LJY20CVPV,Avatar,15,9,1,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#Y9P0RUU0,sillysilas,3,12,10731906,22,#Y9P0RUU0,#9UL9VUQYY,3,3,100,#9UL9VUQYY,حۣۗہمۣۗہوُديۣۗہ,5,12,1,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#Y8QCUUGV,أبوعلي,2,13,10731906,23,#Y8QCUUGV,#LQ29P98VL,3,3,100,#LQ29P98VL,Dynamic,5,11,0,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#990LG8Q9R,Pixal,4,11,10731906,24,#990LG8Q9R,#22YGVGL9V,2,2,80,#22YGVGL9V,MEGA FoRcE,4,12,1,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#PY0VR8GY8,...,18,9,10731906,25,#PY0VR8GY8,#Q9GPQ08Y8,2,2,58,#Q9GPQ08Y8,luvly,20,9,0,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#LJ92JJ8Q,ZARD,11,10,10731906,26,#LJ92JJ8Q,#LUQV2CP0P,3,3,100,#LUQV2CP0P,عبس,11,10,1,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#2U9JCRJG,وحش الشرقيه,8,11,10731906,27,#2U9JCRJG,#20R9QGCJC,3,3,100,#20R9QGCJC,verbatxm,8,10,0,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#L0RPU2R0Q,SwerdGod,21,9,10731906,28,#L0RPU2R0Q,#L0GR9RJ82,2,2,53,#L0GR9RJ82,No U,19,9,0,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#LJ92JJ8Q,ZARD,11,10,10731906,29,#LJ92JJ8Q,#LLYQURYU,3,3,100,#LLYQURYU,AhMaD,10,10,1,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#2G2YCU0P9,Karuko,12,10,10731906,30,#2G2YCU0P9,#8VYL2C2G0,2,2,77,#8VYL2C2G0,طيبين رغم لجروح,9,10,1,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#2U9JCRJG,وحش الشرقيه,8,11,10731906,31,#2U9JCRJG,#LJ92JJ8Q,3,3,100,#LJ92JJ8Q,ZARD,11,10,0,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#Y9P0RUU0,sillysilas,3,12,10731906,32,#Y9P0RUU0,#22YGVGL9V,2,0,89,#22YGVGL9V,MEGA FoRcE,4,12,1,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#LV9CQQUR9,FredTime,23,8,10731906,33,#LV9CQQUR9,#QPQU0PP0Q,3,3,100,#QPQU0PP0Q,LUCIFER,25,6,1,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#RCV08YPR,littlesonshine,2,12,10731906,34,#RCV08YPR,#22YGVGL9V,3,1,100,#22YGVGL9V,MEGA FoRcE,4,12,1,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#9C0GJVPJP,ابن الرافدين,22,8,10731906,35,#9C0GJVPJP,#8QP9Y0PJR,3,1,100,#8QP9Y0PJR,Austin,21,9,0,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#98VRRQYVY,*بنوته مزاجيه*,12,9,10731906,36,#98VRRQYVY,#L0GR9RJ82,3,1,100,#L0GR9RJ82,No U,19,9,0,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#98VRRQYVY,*بنوته مزاجيه*,12,9,10731906,37,#98VRRQYVY,#29Q8Y200G,2,0,70,#29Q8Y200G,Pixalite,18,9,0,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#LGCLQC8PY,ساره,17,9,10731906,38,#LGCLQC8PY,#Q9GPQ08Y8,1,0,93,#Q9GPQ08Y8,luvly,20,9,0,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#LLYQURYU,AhMaD,10,10,10731906,39,#LLYQURYU,#2GQ22RCCG,3,3,100,#2GQ22RCCG,Hero,15,9,0,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#LJY20CVPV,Avatar,15,9,10731906,40,#LJY20CVPV,#CQP2RLY0,0,0,49,#CQP2RLY0,Mr.D,16,9,0,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#8QP9Y0PJR,Austin,21,9,10731906,41,#8QP9Y0PJR,#LGVQU89YV,0,0,43,#LGVQU89YV,~ᵛⁱᵖ~ᴀʟɴᴀɪʟɪ シ︎,20,9,1,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#PJCPC8280,GAWD,9,10,10731906,42,#PJCPC8280,#YQYCJGC2Y,3,3,100,#YQYCJGC2Y,boulahcen,13,9,1,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#Q9GPQ08Y8,luvly,20,9,10731906,43,#Q9GPQ08Y8,#LGVQU89YV,1,1,89,#LGVQU89YV,~ᵛⁱᵖ~ᴀʟɴᴀɪʟɪ シ︎,20,9,1,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#RCV08YPR,littlesonshine,2,12,10731906,44,#RCV08YPR,#PLUPY9RLP,3,3,100,#PLUPY9RLP,Abdullah ali,3,13,1,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#Q9GPQ08Y8,luvly,20,9,10731906,45,#Q9GPQ08Y8,#L0RPU2R0Q,3,2,100,#L0RPU2R0Q,SwerdGod,21,9,1,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#20R9QGCJC,verbatxm,8,10,10731906,46,#20R9QGCJC,#Y8YJCPGG2,3,3,100,#Y8YJCPGG2,المدمر,16,9,1,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#20R9QGCJC,verbatxm,8,10,10731906,47,#20R9QGCJC,#LGCLQC8PY,3,3,100,#LGCLQC8PY,ساره,17,9,1,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#2CJPGVLQ2,Harsh (gt)25,10,10,10731906,48,#2CJPGVLQ2,#8VYL2C2G0,1,0,70,#8VYL2C2G0,طيبين رغم لجروح,9,10,1,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#2CJPGVLQ2,Harsh (gt)25,10,10,10731906,49,#2CJPGVLQ2,#2U9JCRJG,1,1,58,#2U9JCRJG,وحش الشرقيه,8,11,1,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#JCYYY9VY,Blue,7,11,10731906,50,#JCYYY9VY,#2U9JCRJG,3,2,100,#2U9JCRJG,وحش الشرقيه,8,11,1,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#8RR28YU2,Sickno,6,11,10731906,51,#8RR28YU2,#8VYL2C2G0,3,1,100,#8VYL2C2G0,طيبين رغم لجروح,9,10,1,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#LVY9R20CR,Dry Dream,13,10,10731906,52,#LVY9R20CR,#LVLY82CG9,3,3,100,#LVLY82CG9,XD. JAWAD,19,9,1,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#LVY9R20CR,Dry Dream,13,10,10731906,53,#LVY9R20CR,#LGVQU89YV,3,2,100,#LGVQU89YV,~ᵛⁱᵖ~ᴀʟɴᴀɪʟɪ シ︎,20,9,1,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#9PC2U8G98,Bullet,1,14,10731906,54,#9PC2U8G98,#Y8QCUUGV,3,3,100,#Y8QCUUGV,أبوعلي,2,13,1,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#YPV0JUQYU,ゲーワライ,24,7,10731906,55,#YPV0JUQYU,#2LP09Y0YR,0,0,16,#2LP09Y0YR,ستالين,1,14,1,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#2G2YCU0P9,Karuko,12,10,10731906,56,#2G2YCU0P9,#2LP09Y0YR,0,0,27,#2LP09Y0YR,ستالين,1,14,1,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#PLUPY9RLP,Abdullah ali,3,13,10731906,57,#PLUPY9RLP,#990LG8Q9R,3,3,100,#990LG8Q9R,Pixal,4,11,0,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#2LP09Y0YR,ستالين,1,14,10731906,58,#2LP09Y0YR,#RCV08YPR,3,3,100,#RCV08YPR,littlesonshine,2,12,0,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#PLUPY9RLP,Abdullah ali,3,13,10731906,59,#PLUPY9RLP,#8RR28YU2,3,3,100,#8RR28YU2,Sickno,6,11,0,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#LQ29P98VL,Dynamic,5,11,10731906,60,#LQ29P98VL,#2LP09Y0YR,1,1,28,#2LP09Y0YR,ستالين,1,14,1,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#LJY20CVPV,Avatar,15,9,10731906,61,#LJY20CVPV,#2CJPGVLQ2,1,1,33,#2CJPGVLQ2,Harsh (gt)25,10,10,0,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#CQP2RLY0,Mr.D,16,9,10731906,62,#CQP2RLY0,#Y80QLJVCC,2,0,73,#Y80QLJVCC,ملك الاساطير,14,9,1,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#92RQUC802,FORHAN,14,9,10731906,63,#92RQUC802,#YQYCJGC2Y,2,0,98,#YQYCJGC2Y,boulahcen,13,9,1,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#92RQUC802,FORHAN,14,9,10731906,64,#92RQUC802,#Y80QLJVCC,3,0,100,#Y80QLJVCC,ملك الاساطير,14,9,1,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#CQP2RLY0,Mr.D,16,9,10731906,65,#CQP2RLY0,#98VRRQYVY,2,0,69,#98VRRQYVY,*بنوته مزاجيه*,12,9,1,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#LUQV2CP0P,عبس,11,10,10731906,66,#LUQV2CP0P,#2G2YCU0P9,2,1,97,#2G2YCU0P9,Karuko,12,10,0,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#LUQV2CP0P,عبس,11,10,10731906,67,#LUQV2CP0P,#LVY9R20CR,3,3,100,#LVY9R20CR,Dry Dream,13,10,0,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#LCJ088C2,Ossamy,17,9,10731906,68,#LCJ088C2,#PY0VR8GY8,3,0,100,#PY0VR8GY8,...,18,9,1,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#22YGVGL9V,MEGA FoRcE,4,12,10731906,69,#22YGVGL9V,#JCYYY9VY,2,2,84,#JCYYY9VY,Blue,7,11,0,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#LCJ088C2,Ossamy,17,9,10731906,70,#LCJ088C2,#98VRRQYVY,2,0,88,#98VRRQYVY,*بنوته مزاجيه*,12,9,1,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#9PC2U8G98,Bullet,1,14,10731906,71,#9PC2U8G98,#2LP09Y0YR,3,2,100,#2LP09Y0YR,ستالين,1,14,1,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#990LG8Q9R,Pixal,4,11,10731906,72,#990LG8Q9R,#8JU0GJ0JJ,2,0,73,#8JU0GJ0JJ,HASAN,6,11,1,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#22YGVGL9V,MEGA FoRcE,4,12,10731906,73,#22YGVGL9V,#9PC2U8G98,0,0,44,#9PC2U8G98,Bullet,1,14,0,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#8JU0GJ0JJ,HASAN,6,11,10731906,74,#8JU0GJ0JJ,#2CJPGVLQ2,3,2,100,#2CJPGVLQ2,Harsh (gt)25,10,10,0,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#2LP09Y0YR,ستالين,1,14,10731906,75,#2LP09Y0YR,#9PC2U8G98,2,2,74,#9PC2U8G98,Bullet,1,14,0,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#8JU0GJ0JJ,HASAN,6,11,10731906,76,#8JU0GJ0JJ,#CQP2RLY0,3,3,100,#CQP2RLY0,Mr.D,16,9,0,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#PJCPC8280,GAWD,9,10,10731906,77,#PJCPC8280,#8VYL2C2G0,2,0,63,#8VYL2C2G0,طيبين رغم لجروح,9,10,1,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#8VYL2C2G0,طيبين رغم لجروح,9,10,10731906,78,#8VYL2C2G0,#PJCPC8280,3,3,100,#PJCPC8280,GAWD,9,10,0,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#8VYL2C2G0,طيبين رغم لجروح,9,10,10731906,79,#8VYL2C2G0,#2G2YCU0P9,2,0,97,#2G2YCU0P9,Karuko,12,10,0,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#LQ29P98VL,Dynamic,5,11,10731906,80,#LQ29P98VL,#9UL9VUQYY,3,0,100,#9UL9VUQYY,حۣۗہمۣۗہوُديۣۗہ,5,12,1,#VUCVG2J0,Sheer Force,14,#890PCYQJ,المحاربون,17,2021-04-23 20:09:46,25,normal
#LV9CQQUR9,FredTime,28,8,10728048,1,#LV9CQQUR9,#YJ0P9V9UC,3,3,100,#YJ0P9V9UC,Edel Villanueva,27,8,1,#VUCVG2J0,Sheer Force,14,#29R88JGYG,Brother Squad♥,11,2021-04-21 19:29:34,30,normal
#LJ92JJ8Q,ZARD,14,10,10728048,2,#LJ92JJ8Q,#8RLLYYLGJ,3,3,100,#8RLLYYLGJ,Knight,13,10,1,#VUCVG2J0,Sheer Force,14,#29R88JGYG,Brother Squad♥,11,2021-04-21 19:29:34,30,normal
#YPV0JUQYU,ゲーワライ,29,7,10728048,3,#YPV0JUQYU,#Y2C8YGRQ8,3,3,100,#Y2C8YGRQ8,jovayer,30,6,1,#VUCVG2J0,Sheer Force,14,#29R88JGYG,Brother Squad♥,11,2021-04-21 19:29:34,30,normal
#Y9P0RUU0,sillysilas,4,12,10728048,4,#Y9P0RUU0,#88G0LLUGV,3,3,100,#88G0LLUGV,✌ञाफाऴा ✌,4,13,1,#VUCVG2J0,Sheer Force,14,#29R88JGYG,Brother Squad♥,11,2021-04-21 19:29:34,30,normal
#YPV0JUQYU,ゲーワライ,29,7,10728048,5,#YPV0JUQYU,#LYYQ9J2YJ,3,3,100,#LYYQ9J2YJ,Omar Faruq✌,29,8,1,#VUCVG2J0,Sheer Force,14,#29R88JGYG,Brother Squad♥,11,2021-04-21 19:29:34,30,normal
#82GLJC8YQ,Left Pix,27,8,10728048,6,#82GLJC8YQ,#Q0LGPLQU8,3,3,100,#Q0LGPLQU8,COVID-19,28,8,1,#VUCVG2J0,Sheer Force,14,#29R88JGYG,Brother Squad♥,11,2021-04-21 19:29:34,30,normal
#82GLJC8YQ,Left Pix,27,8,10728048,7,#82GLJC8YQ,#9UV0028J9,0,0,47,#9UV0028J9,Dragon,26,9,1,#VUCVG2J0,Sheer Force,14,#29R88JGYG,Brother Squad♥,11,2021-04-21 19:29:34,30,normal
#2CJPGVLQ2,Harsh (gt)25,13,10,10728048,8,#2CJPGVLQ2,#P2YL9GC,3,3,100,#P2YL9GC,MaHaDi,12,10,1,#VUCVG2J0,Sheer Force,14,#29R88JGYG,Brother Squad♥,11,2021-04-21 19:29:34,30,normal
#JCYYY9VY,Blue,8,11,10728048,9,#JCYYY9VY,#YC08PQVJ,1,1,75,#YC08PQVJ,★★★Anik Das★★★,5,11,1,#VUCVG2J0,Sheer Force,14,#29R88JGYG,Brother Squad♥,11,2021-04-21 19:29:34,30,normal
#CQP2RLY0,Mr.D,22,9,10728048,10,#CQP2RLY0,#LUPCLG98C,3,3,100,#LUPCLG98C,Dark knigh,18,10,1,#VUCVG2J0,Sheer Force,14,#29R88JGYG,Brother Squad♥,11,2021-04-21 19:29:34,30,normal
#29Q8Y200G,Pixalite,24,9,10728048,11,#29Q8Y200G,#LLPUY9QUY,3,3,100,#LLPUY9QUY,R0ro#!,25,9,1,#VUCVG2J0,Sheer Force,14,#29R88JGYG,Brother Squad♥,11,2021-04-21 19:29:34,30,normal
#Y9P0RUU0,sillysilas,4,12,10728048,12,#Y9P0RUU0,#YC08PQVJ,3,2,100,#YC08PQVJ,★★★Anik Das★★★,5,11,1,#VUCVG2J0,Sheer Force,14,#29R88JGYG,Brother Squad♥,11,2021-04-21 19:29:34,30,normal
